gene	gene_id	polyA_length	G_readsnum	average_G_content
AT2G26770|AT2G26770.2	AT2G26770	32.5	2	0.007380074
AT2G30960|AT2G30960.1	AT2G30960	35	2	0.00623053
AT2G32880|AT2G32880.1	AT2G32880	37	2	0.007220217
AT2G32900|AT2G32900.1	AT2G32900	24	1	0.003636364
AT2G35330|AT2G35330.1	AT2G35330	32	1	0.003610108
AT2G36300|AT2G36300.1	AT2G36300	40.5	NA	NA
AT2G36470|AT2G36470.1	AT2G36470	30	2	0.011494253
AT2G40110|AT2G40110.2	AT2G40110	30.5	1	0.011857708
AT2G40540|AT2G40540.2	AT2G40540	41	2	0.011331445
AT2G44525|AT2G44525.1	AT2G44525	40	2	0.009803922
AT2G45000|AT2G45000.1	AT2G45000	26.5	2	0.008547009
AT2G45660|AT2G45660.2	AT2G45660	27	2	0.013333333
AT2G48100|AT2G48100.5	AT2G48100	43.5	2	0.006369427
AT3G03020|AT3G03020.1	AT3G03020	32.5	NA	NA
AT3G03530|AT3G03530.1	AT3G03530	38	1	0.003952569
AT3G04590|AT3G04590.2	AT3G04590	27	1	0.003745318
AT3G05120|AT3G05120.1	AT3G05120	38	1	0.006993007
AT3G05210|AT3G05210.2	AT3G05210	29.5	1	0.004098361
AT3G05420|AT3G05420.2	AT3G05420	32.5	1	0.003952569
AT3G07700|AT3G07700.2	AT3G07700	29.5	1	0.004444444
AT3G11100|AT3G11100.1	AT3G11100	27.5	1	0.003508772
AT3G13740|AT3G13740.5	AT3G13740	29	NA	NA
AT3G13900|AT3G13900.1	AT3G13900	38	NA	NA
AT3G15352|AT3G15352.1	AT3G15352	43.5	2	0.005747126
AT3G15590|AT3G15590.1	AT3G15590	45	1	0.002754821
AT3G17900|AT3G17900.2	AT3G17900	22	NA	NA
AT3G19590|AT3G19590.1	AT3G19590	39	2	0.006688963
AT3G21160|AT3G21160.2	AT3G21160	32	1	0.010135135
AT3G22590|AT3G22590.1	AT3G22590	36	2	0.006944444
AT3G27630|AT3G27630.1	AT3G27630	33	2	0.011494253
AT3G49680|AT3G49680.1	AT3G49680	37	1	0.003745318
AT3G49760|AT3G49760.1	AT3G49760	26	1	0.004784689
AT3G50260|AT3G50260.1	AT3G50260	24.5	2	0.015810277
AT3G50980|AT3G50980.1	AT3G50980	28	1	0.004273504
AT3G51110|AT3G51110.1	AT3G51110	44.5	2	0.009009009
AT3G53850|AT3G53850.1	AT3G53850	37.5	2	0.007246377
AT3G57560|AT3G57560.1	AT3G57560	19.5	2	0.01010101
AT3G62570|AT3G62570.1	AT3G62570	26	NA	NA
AT4G00026|AT4G00026.1	AT4G00026	28	2	0.008163265
AT4G01060|AT4G01060.1	AT4G01060	35.5	2	0.011152416
AT4G01280|AT4G01280.1	AT4G01280	45	1	0.003076923
AT4G03200|AT4G03200.1	AT4G03200	41	1	0.003246753
AT4G05420|AT4G05420.1	AT4G05420	47	2	0.005540166
AT4G08540|AT4G08540.1	AT4G08540	28.5	2	0.011278195
AT4G13100|AT4G13100.9	AT4G13100	30.5	2	0.012096774
AT4G14145|AT4G14145.1	AT4G14145	21.5	NA	NA
AT4G14800|AT4G14800.1	AT4G14800	38.5	1	0.003205128
AT4G15950|AT4G15950.1	AT4G15950	29.5	1	0.004016064
AT4G16250|AT4G16250.1	AT4G16250	33.5	2	0.006968641
AT4G17520|AT4G17520.1	AT4G17520	31.5	2	0.011857708
AT4G20240|AT4G20240.1	AT4G20240	26.5	2	0.013333333
AT4G21750|AT4G21750.4	AT4G21750	33.5	NA	NA
AT4G23895|AT4G23895.3	AT4G23895	36	1	0.003508772
AT4G25760|AT4G25760.1	AT4G25760	25	2	0.007662835
AT4G26555|AT4G26555.1	AT4G26555	40.5	1	0.003144654
AT4G29390|AT4G29390.1	AT4G29390	28	1	0.003846154
AT4G30790|AT4G30790.1	AT4G30790	36	NA	NA
AT4G31990|AT4G31990.2	AT4G31990	42	1	0.002994012
AT4G32730|AT4G32730.3	AT4G32730	32	NA	NA
AT4G32730|AT4G32730.5	AT4G32730	32	NA	NA
AT4G32830|AT4G32830.1	AT4G32830	40	2	0.006349206
AT4G33740|AT4G33740.3	AT4G33740	48	1	0.002688172
AT4G34412|AT4G34412.1	AT4G34412	27.5	2	0.007518797
AT4G34650|AT4G34650.1	AT4G34650	20.5	NA	NA
AT4G36690|AT4G36690.2	AT4G36690	40.5	1	0.003067485
AT4G38470|AT4G38470.3	AT4G38470	33	1	0.00729927
AT5G01155|AT5G01155.1	AT5G01155	35	2	0.006514658
AT5G03080|AT5G03080.1	AT5G03080	30.5	1	0.004132231
AT5G03200|AT5G03200.1	AT5G03200	28.5	2	0.009009009
AT5G05380|AT5G05380.2	AT5G05380	30	NA	NA
AT5G05520|AT5G05520.1	AT5G05520	23	NA	NA
AT5G06165|AT5G06165.1	AT5G06165	38	1	0.003030303
AT5G07180|AT5G07180.2	AT5G07180	19	1	0.004716981
AT5G08100|AT5G08100.2	AT5G08100	37.5	1	0.003571429
AT5G08160|AT5G08160.2	AT5G08160	34.5	NA	NA
AT5G11840|AT5G11840.3	AT5G11840	38.5	2	0.006535948
AT5G13200|AT5G13200.1	AT5G13200	32	NA	NA
AT5G17550|AT5G17550.2	AT5G17550	26	1	0.004237288
AT5G18490|AT5G18490.1	AT5G18490	23	1	0.004347826
AT5G18550|AT5G18550.4	AT5G18550	38.5	1	0.003496503
AT5G18610|AT5G18610.1	AT5G18610	20.5	2	0.00990099
AT5G18860|AT5G18860.1	AT5G18860	22	1	0.005649718
AT5G23520|AT5G23520.1	AT5G23520	33	1	0.003546099
AT5G26990|AT5G26990.1	AT5G26990	39.5	1	0.00310559
AT5G35520|AT5G35520.1	AT5G35520	28.5	1	0.007194245
AT5G42620|AT5G42620.1	AT5G42620	27	2	0.009478673
AT5G43010|AT5G43010.1	AT5G43010	41	1	0.002747253
AT5G47690|AT5G47690.1	AT5G47690	27.5	1	0.004651163
AT5G48000|AT5G48000.5	AT5G48000	33	NA	NA
AT5G49060|AT5G49060.1	AT5G49060	27	2	0.006535948
AT5G49740|AT5G49740.2	AT5G49740	45	2	0.005797101
AT5G54170|AT5G54170.1	AT5G54170	50.5	1	0.0025
AT5G56900|AT5G56900.3	AT5G56900	41	1	0.003174603
AT5G59380|AT5G59380.1	AT5G59380	25	2	0.008264463
AT5G63905|AT5G63905.1	AT5G63905	30	1	0.004464286
AT5G66100|AT5G66100.1	AT5G66100	41	2	0.009966777
AT5G66280|AT5G66280.1	AT5G66280	29.5	2	0.008510638
AT5G67210|AT5G67210.1	AT5G67210	19.5	1	0.005780347
AT1G07430|AT1G07430.1	AT1G07430	30.5	NA	NA
AT1G11180|AT1G11180.1	AT1G11180	41.5	2	0.00660066
AT1G15430|AT1G15430.1	AT1G15430	42	1	0.003367003
AT1G18870|AT1G18870.1	AT1G18870	39	2	0.010840108
AT1G33560|AT1G33560.1	AT1G33560	43	3	0.012562814
AT1G56720|AT1G56720.4	AT1G56720	42.5	2	0.005347594
AT1G60650|AT1G60650.4	AT1G60650	42	1	0.003267974
AT1G61730|AT1G61730.1	AT1G61730	38.5	2	0.005665722
AT1G62570|AT1G62570.1	AT1G62570	32	2	0.01056338
AT1G63610|AT1G63610.1	AT1G63610	35.5	3	0.009646302
AT1G63850|AT1G63850.1	AT1G63850	35	NA	NA
AT1G65580|AT1G65580.2	AT1G65580	23	NA	NA
AT1G68410|AT1G68410.2	AT1G68410	23	2	0.008298755
AT1G77330|AT1G77330.1	AT1G77330	19	1	0.004504505
AT1G78070|AT1G78070.3	AT1G78070	45	1	0.002610966
AT2G04530|AT2G04530.1	AT2G04530	47.5	3	0.008547009
AT2G20680|AT2G20680.1	AT2G20680	27	1	0.00390625
AT2G26870|AT2G26870.1	AT2G26870	21.5	3	0.011583012
AT2G27490|AT2G27490.1	AT2G27490	18	NA	NA
AT2G29570|AT2G29570.1	AT2G29570	41	2	0.012903226
AT2G34690|AT2G34690.1	AT2G34690	50.5	2	0.007281553
AT2G36250|AT2G36250.1	AT2G36250	43	NA	NA
AT2G37860|AT2G37860.1	AT2G37860	30.5	2	0.016460905
AT2G39750|AT2G39750.1	AT2G39750	35	1	0.006756757
AT2G46290|AT2G46290.1	AT2G46290	37.5	2	0.006578947
AT2G46370|AT2G46370.1	AT2G46370	28	1	0.004098361
AT3G02110|AT3G02110.1	AT3G02110	29	3	0.014084507
AT3G03770|AT3G03770.1	AT3G03770	43.5	2	0.007792208
AT3G06820|AT3G06820.2	AT3G06820	24	NA	NA
AT3G13440|AT3G13440.3	AT3G13440	40.5	1	0.003003003
AT3G22220|AT3G22220.4	AT3G22220	45.5	3	0.00872093
AT3G23805|AT3G23805.1	AT3G23805	22	2	0.008849558
AT3G27330|AT3G27330.1	AT3G27330	38	NA	NA
AT3G50500|AT3G50500.2	AT3G50500	22	1	0.00462963
AT3G53970|AT3G53970.2	AT3G53970	25	3	0.011583012
AT4G15480|AT4G15480.1	AT4G15480	30	2	0.008230453
AT4G22235|AT4G22235.2	AT4G22235	38	3	0.00955414
AT4G23900|AT4G23900.1	AT4G23900	30	2	0.011673152
AT4G31750|AT4G31750.1	AT4G31750	34	1	0.003952569
AT4G32330|AT4G32330.3	AT4G32330	39	3	0.009404389
AT4G33940|AT4G33940.1	AT4G33940	26	NA	NA
AT4G38980|AT4G38980.1	AT4G38980	39.5	NA	NA
AT4G39100|AT4G39100.2	AT4G39100	45.5	3	0.010309278
AT5G01310|AT5G01310.1	AT5G01310	27	3	0.013888889
AT5G13290|AT5G13290.1	AT5G13290	35.5	2	0.006944444
AT5G40830|AT5G40830.2	AT5G40830	34.5	2	0.00754717
AT5G41670|AT5G41670.1	AT5G41670	33.5	3	0.009868421
AT5G43810|AT5G43810.4	AT5G43810	20	2	0.010695187
AT5G49710|AT5G49710.3	AT5G49710	30.5	1	0.003533569
AT5G54500|AT5G54500.1	AT5G54500	37	2	0.008522727
AT5G63650|AT5G63650.1	AT5G63650	32.5	2	0.007462687
AT5G64500|AT5G64500.1	AT5G64500	35.5	3	0.017006803
AT1G05940|AT1G05940.3	AT1G05940	43	1	0.002832861
AT1G07700|AT1G07700.2	AT1G07700	48.5	3	0.007936508
AT1G30330|AT1G30330.1	AT1G30330	39.5	4	0.019047619
AT1G73460|AT1G73460.1	AT1G73460	40	1	0.003378378
AT1G74710|AT1G74710.2	AT1G74710	36	3	0.010067114
AT2G04800|AT2G04800.4	AT2G04800	25	2	0.011363636
AT2G15890|AT2G15890.1	AT2G15890	38.5	4	0.012383901
AT3G13650|AT3G13650.1	AT3G13650	42.5	4	0.017492711
AT3G55010|AT3G55010.2	AT3G55010	20.5	1	0.004672897
AT3G57410|AT3G57410.2	AT3G57410	27.5	3	0.014285714
AT3G61240|AT3G61240.1	AT3G61240	40	1	0.003184713
AT4G03210|AT4G03210.1	AT4G03210	38	3	0.013468013
AT4G16444|AT4G16444.1	AT4G16444	38	NA	NA
AT5G03560|AT5G03560.2	AT5G03560	25	1	0.004366812
AT5G16120|AT5G16120.1	AT5G16120	34.5	4	0.014440433
AT5G21430|AT5G21430.2	AT5G21430	30.5	4	0.016835017
AT5G22480|AT5G22480.1	AT5G22480	36	1	0.003322259
AT5G37310|AT5G37310.2	AT5G37310	42	1	0.005263158
AT5G44306|AT5G44306.1	AT5G44306	30.5	4	0.015444015
ATMG00040|ATMG00040.1	ATMG00040	37	NA	NA
AT1G05470|AT1G05470.2	AT1G05470	36.5	5	0.017985612
AT1G18710|AT1G18710.1	AT1G18710	42	4	0.013927577
AT2G04660|AT2G04660.1	AT2G04660	21	4	0.024509804
AT3G03090|AT3G03090.1	AT3G03090	36.5	NA	NA
AT5G07105|AT5G07105.1	AT5G07105	30	6	0.020618557
AT1G01420|AT1G01420.2	AT1G01420	21	NA	NA
AT1G02100|AT1G02100.1	AT1G02100	39.5	NA	NA
AT1G02120|AT1G02120.1	AT1G02120	35	NA	NA
AT1G02860|AT1G02860.1	AT1G02860	39.5	NA	NA
AT1G03080|AT1G03080.3	AT1G03080	36	NA	NA
AT1G03150|AT1G03150.1	AT1G03150	22	NA	NA
AT1G03770|AT1G03770.1	AT1G03770	37.5	NA	NA
AT1G04130|AT1G04130.1	AT1G04130	19	NA	NA
AT1G04970|AT1G04970.3	AT1G04970	30.5	NA	NA
AT1G05180|AT1G05180.3	AT1G05180	25.5	NA	NA
AT1G06230|AT1G06230.2	AT1G06230	39	NA	NA
AT1G06240|AT1G06240.1	AT1G06240	20	NA	NA
AT1G06820|AT1G06820.4	AT1G06820	34	NA	NA
AT1G06870|AT1G06870.1	AT1G06870	18	NA	NA
AT1G07350|AT1G07350.4	AT1G07350	33	NA	NA
AT1G07840|AT1G07840.1	AT1G07840	28.5	NA	NA
AT1G08390|AT1G08390.1	AT1G08390	26.5	NA	NA
AT1G09710|AT1G09710.1	AT1G09710	27.5	NA	NA
AT1G10660|AT1G10660.1	AT1G10660	34	NA	NA
AT1G11660|AT1G11660.3	AT1G11660	31.5	NA	NA
AT1G12640|AT1G12640.1	AT1G12640	26	NA	NA
AT1G12860|AT1G12860.1	AT1G12860	33.5	NA	NA
AT1G12860|AT1G12860.3	AT1G12860	35	NA	NA
AT1G13450|AT1G13450.3	AT1G13450	39	NA	NA
AT1G15310|AT1G15310.1	AT1G15310	26	NA	NA
AT1G15380|AT1G15380.1	AT1G15380	39	NA	NA
AT1G15380|AT1G15380.2	AT1G15380	35.5	NA	NA
AT1G15670|AT1G15670.1	AT1G15670	26	NA	NA
AT1G16610|AT1G16610.6	AT1G16610	24	NA	NA
AT1G17130|AT1G17130.1	AT1G17130	39	NA	NA
AT1G17510|AT1G17510.1	AT1G17510	40.5	NA	NA
AT1G17730|AT1G17730.1	AT1G17730	38	NA	NA
AT1G18620|AT1G18620.5	AT1G18620	19	NA	NA
AT1G18700|AT1G18700.1	AT1G18700	23.5	NA	NA
AT1G18840|AT1G18840.2	AT1G18840	27	NA	NA
AT1G19380|AT1G19380.1	AT1G19380	53	NA	NA
AT1G19450|AT1G19450.1	AT1G19450	25.5	NA	NA
AT1G19540|AT1G19540.1	AT1G19540	41.5	NA	NA
AT1G20300|AT1G20300.1	AT1G20300	38	NA	NA
AT1G20540|AT1G20540.1	AT1G20540	26.5	NA	NA
AT1G22700|AT1G22700.1	AT1G22700	25.5	NA	NA
AT1G23120|AT1G23120.1	AT1G23120	23.5	NA	NA
AT1G28960|AT1G28960.7	AT1G28960	31	NA	NA
AT1G29530|AT1G29530.1	AT1G29530	41	NA	NA
AT1G31335|AT1G31335.1	AT1G31335	43	NA	NA
AT1G31810|AT1G31810.1	AT1G31810	31.5	NA	NA
AT1G31870|AT1G31870.2	AT1G31870	25	NA	NA
AT1G33240|AT1G33240.3	AT1G33240	23	NA	NA
AT1G33970|AT1G33970.5	AT1G33970	39	NA	NA
AT1G34350|AT1G34350.1	AT1G34350	37	NA	NA
AT1G43560|AT1G43560.1	AT1G43560	35.5	NA	NA
AT1G47240|AT1G47240.1	AT1G47240	19	NA	NA
AT1G47740|AT1G47740.2	AT1G47740	34	NA	NA
AT1G47820|AT1G47820.1	AT1G47820	33.5	NA	NA
AT1G48090|AT1G48090.1	AT1G48090	29	NA	NA
AT1G49950|AT1G49950.2	AT1G49950	25.5	NA	NA
AT1G50120|AT1G50120.1	AT1G50120	30.5	NA	NA
AT1G51600|AT1G51600.2	AT1G51600	18	NA	NA
AT1G52200|AT1G52200.2	AT1G52200	27.5	NA	NA
AT1G52910|AT1G52910.1	AT1G52910	40	NA	NA
AT1G53730|AT1G53730.1	AT1G53730	31.5	NA	NA
AT1G54820|AT1G54820.4	AT1G54820	20.5	NA	NA
AT1G58807|AT1G58807.1	AT1G58807	29.5	NA	NA
AT1G61300|AT1G61300.1	AT1G61300	26	NA	NA
AT1G61660|AT1G61660.1	AT1G61660	32.5	NA	NA
AT1G65190|AT1G65190.1	AT1G65190	35.5	NA	NA
AT1G67328|AT1G67328.1	AT1G67328	24.5	NA	NA
AT1G69526|AT1G69526.2	AT1G69526	38	NA	NA
AT1G69570|AT1G69570.1	AT1G69570	33.5	NA	NA
AT1G70520|AT1G70520.1	AT1G70520	25.5	NA	NA
AT1G70610|AT1G70610.1	AT1G70610	39	NA	NA
AT1G71990|AT1G71990.1	AT1G71990	20	NA	NA
AT1G72920|AT1G72920.1	AT1G72920	27	NA	NA
AT1G73930|AT1G73930.2	AT1G73930	36	NA	NA
AT1G75785|AT1G75785.1	AT1G75785	21	NA	NA
AT1G77220|AT1G77220.1	AT1G77220	31.5	NA	NA
AT1G78000|AT1G78000.2	AT1G78000	42	NA	NA
AT1G78990|AT1G78990.1	AT1G78990	45.5	NA	NA
AT1G79490|AT1G79490.1	AT1G79490	25	NA	NA
AT1G79510|AT1G79510.2	AT1G79510	29.5	NA	NA
AT1G79970|AT1G79970.3	AT1G79970	33	NA	NA
AT1G80350|AT1G80350.1	AT1G80350	28.5	NA	NA
AT1G80690|AT1G80690.1	AT1G80690	28	NA	NA
AT2G01060|AT2G01060.2	AT2G01060	40.5	NA	NA
AT2G01755|AT2G01755.1	AT2G01755	33.5	NA	NA
AT2G01960|AT2G01960.1	AT2G01960	38	NA	NA
AT2G10950|AT2G10950.3	AT2G10950	32.5	NA	NA
AT2G11890|AT2G11890.2	AT2G11890	36.5	NA	NA
AT2G15570|AT2G15570.1	AT2G15570	24	NA	NA
AT2G15570|AT2G15570.2	AT2G15570	26.5	NA	NA
AT2G16485|AT2G16485.1	AT2G16485	35.5	NA	NA
AT2G17110|AT2G17110.1	AT2G17110	43	NA	NA
AT2G17510|AT2G17510.1	AT2G17510	37.5	NA	NA
AT2G17730|AT2G17730.1	AT2G17730	19	NA	NA
AT2G17930|AT2G17930.1	AT2G17930	24.5	NA	NA
AT2G18730|AT2G18730.1	AT2G18730	40	NA	NA
AT2G20530|AT2G20530.1	AT2G20530	24.5	NA	NA
AT2G21060|AT2G21060.1	AT2G21060	40	NA	NA
AT2G22821|AT2G22821.1	AT2G22821	20.5	NA	NA
AT2G22830|AT2G22830.1	AT2G22830	28.5	NA	NA
AT2G24200|AT2G24200.1	AT2G24200	34.5	NA	NA
AT2G24590|AT2G24590.1	AT2G24590	40	NA	NA
AT2G25100|AT2G25100.2	AT2G25100	20	NA	NA
AT2G25950|AT2G25950.1	AT2G25950	34.5	NA	NA
AT2G25980|AT2G25980.1	AT2G25980	38	NA	NA
AT2G26200|AT2G26200.1	AT2G26200	26	NA	NA
AT2G26590|AT2G26590.1	AT2G26590	26	NA	NA
AT2G27500|AT2G27500.1	AT2G27500	39.5	NA	NA
AT2G29140|AT2G29140.1	AT2G29140	27.5	NA	NA
AT2G30070|AT2G30070.1	AT2G30070	14	NA	NA
AT2G31350|AT2G31350.3	AT2G31350	31	NA	NA
AT2G31960|AT2G31960.3	AT2G31960	23.5	NA	NA
AT2G32040|AT2G32040.2	AT2G32040	27	NA	NA
AT2G32700|AT2G32700.3	AT2G32700	40.5	NA	NA
AT2G32880|AT2G32880.2	AT2G32880	23	NA	NA
AT2G34600|AT2G34600.1	AT2G34600	33.5	NA	NA
AT2G34680|AT2G34680.1	AT2G34680	38.5	NA	NA
AT2G35060|AT2G35060.3	AT2G35060	27.5	NA	NA
AT2G35760|AT2G35760.1	AT2G35760	35	NA	NA
AT2G36500|AT2G36500.1	AT2G36500	24	NA	NA
AT2G37035|AT2G37035.1	AT2G37035	25	NA	NA
AT2G37340|AT2G37340.3	AT2G37340	36	NA	NA
AT2G38370|AT2G38370.2	AT2G38370	39	NA	NA
AT2G38860|AT2G38860.3	AT2G38860	29	NA	NA
AT2G39360|AT2G39360.1	AT2G39360	44.5	NA	NA
AT2G39720|AT2G39720.2	AT2G39720	24	NA	NA
AT2G39950|AT2G39950.4	AT2G39950	19	NA	NA
AT2G40008|AT2G40008.1	AT2G40008	30	NA	NA
AT2G40110|AT2G40110.4	AT2G40110	40	NA	NA
AT2G40370|AT2G40370.1	AT2G40370	34.5	NA	NA
AT2G41640|AT2G41640.1	AT2G41640	26.5	NA	NA
AT2G41770|AT2G41770.1	AT2G41770	37	NA	NA
AT2G43070|AT2G43070.1	AT2G43070	23	NA	NA
AT2G43250|AT2G43250.1	AT2G43250	18.5	NA	NA
AT2G43520|AT2G43520.1	AT2G43520	43.5	NA	NA
AT2G44970|AT2G44970.1	AT2G44970	30	NA	NA
AT2G45240|AT2G45240.1	AT2G45240	23	NA	NA
AT2G46070|AT2G46070.3	AT2G46070	27.5	NA	NA
AT2G48100|AT2G48100.7	AT2G48100	30	NA	NA
AT3G01150|AT3G01150.4	AT3G01150	41	NA	NA
AT3G01610|AT3G01610.1	AT3G01610	21.5	NA	NA
AT3G02065|AT3G02065.2	AT3G02065	28	NA	NA
AT3G03320|AT3G03320.1	AT3G03320	43	NA	NA
AT3G03980|AT3G03980.1	AT3G03980	43.5	NA	NA
AT3G04610|AT3G04610.4	AT3G04610	31.5	NA	NA
AT3G05870|AT3G05870.4	AT3G05870	29	NA	NA
AT3G06820|AT3G06820.1	AT3G06820	37	NA	NA
AT3G07700|AT3G07700.1	AT3G07700	36	NA	NA
AT3G07860|AT3G07860.2	AT3G07860	30.5	NA	NA
AT3G09220|AT3G09220.1	AT3G09220	26.5	NA	NA
AT3G10260|AT3G10260.1	AT3G10260	40.5	NA	NA
AT3G10350|AT3G10350.1	AT3G10350	25.5	NA	NA
AT3G11110|AT3G11110.1	AT3G11110	24	NA	NA
AT3G12860|AT3G12860.1	AT3G12860	23	NA	NA
AT3G13860|AT3G13860.1	AT3G13860	25	NA	NA
AT3G13950|AT3G13950.1	AT3G13950	18.5	NA	NA
AT3G14770|AT3G14770.1	AT3G14770	34	NA	NA
AT3G15395|AT3G15395.1	AT3G15395	45	NA	NA
AT3G15940|AT3G15940.1	AT3G15940	24.5	NA	NA
AT3G16410|AT3G16410.1	AT3G16410	30	NA	NA
AT3G16990|AT3G16990.1	AT3G16990	42.5	NA	NA
AT3G18215|AT3G18215.1	AT3G18215	27	NA	NA
AT3G18630|AT3G18630.1	AT3G18630	23	NA	NA
AT3G18870|AT3G18870.1	AT3G18870	30	NA	NA
AT3G19000|AT3G19000.2	AT3G19000	32	NA	NA
AT3G19990|AT3G19990.1	AT3G19990	47	NA	NA
AT3G19990|AT3G19990.2	AT3G19990	40.5	NA	NA
AT3G20290|AT3G20290.1	AT3G20290	31	NA	NA
AT3G21060|AT3G21060.1	AT3G21060	31	NA	NA
AT3G21260|AT3G21260.3	AT3G21260	37.5	NA	NA
AT3G22560|AT3G22560.1	AT3G22560	28.5	NA	NA
AT3G24080|AT3G24080.2	AT3G24080	30.5	NA	NA
AT3G24570|AT3G24570.1	AT3G24570	32.5	NA	NA
AT3G24730|AT3G24730.1	AT3G24730	40	NA	NA
AT3G25560|AT3G25560.1	AT3G25560	28	NA	NA
AT3G25700|AT3G25700.1	AT3G25700	19	NA	NA
AT3G25840|AT3G25840.2	AT3G25840	39	NA	NA
AT3G26980|AT3G26980.1	AT3G26980	27	NA	NA
AT3G27010|AT3G27010.1	AT3G27010	39.5	NA	NA
AT3G27340|AT3G27340.4	AT3G27340	44.5	NA	NA
AT3G29180|AT3G29180.3	AT3G29180	19.5	NA	NA
AT3G29280|AT3G29280.2	AT3G29280	33.5	NA	NA
AT3G43670|AT3G43670.1	AT3G43670	36	NA	NA
AT3G46210|AT3G46210.3	AT3G46210	24.5	NA	NA
AT3G46490|AT3G46490.1	AT3G46490	26.5	NA	NA
AT3G46720|AT3G46720.1	AT3G46720	34	NA	NA
AT3G47000|AT3G47000.1	AT3G47000	31.5	NA	NA
AT3G48080|AT3G48080.1	AT3G48080	30.5	NA	NA
AT3G48150|AT3G48150.1	AT3G48150	31.5	NA	NA
AT3G49490|AT3G49490.1	AT3G49490	41	NA	NA
AT3G49780|AT3G49780.1	AT3G49780	19.5	NA	NA
AT3G50480|AT3G50480.2	AT3G50480	51.5	NA	NA
AT3G51330|AT3G51330.2	AT3G51330	36	NA	NA
AT3G52400|AT3G52400.1	AT3G52400	50	NA	NA
AT3G52920|AT3G52920.1	AT3G52920	33	NA	NA
AT3G53230|AT3G53230.1	AT3G53230	37	NA	NA
AT3G53780|AT3G53780.3	AT3G53780	38.5	NA	NA
AT3G55280|AT3G55280.2	AT3G55280	25.5	NA	NA
AT3G55480|AT3G55480.1	AT3G55480	26.5	NA	NA
AT3G57630|AT3G57630.1	AT3G57630	35.5	NA	NA
AT3G58670|AT3G58670.2	AT3G58670	29	NA	NA
AT3G58670|AT3G58670.3	AT3G58670	33	NA	NA
AT3G59910|AT3G59910.2	AT3G59910	34	NA	NA
AT3G60900|AT3G60900.1	AT3G60900	29.5	NA	NA
AT3G61620|AT3G61620.2	AT3G61620	31.5	NA	NA
AT4G00090|AT4G00090.1	AT4G00090	41	NA	NA
AT4G00525|AT4G00525.1	AT4G00525	36.5	NA	NA
AT4G00955|AT4G00955.1	AT4G00955	43	NA	NA
AT4G01080|AT4G01080.1	AT4G01080	24	NA	NA
AT4G02060|AT4G02060.2	AT4G02060	34.5	NA	NA
AT4G04460|AT4G04460.1	AT4G04460	20	NA	NA
AT4G04620|AT4G04620.2	AT4G04620	37	NA	NA
AT4G04970|AT4G04970.1	AT4G04970	44.5	NA	NA
AT4G07410|AT4G07410.1	AT4G07410	33	NA	NA
AT4G08180|AT4G08180.4	AT4G08180	45	NA	NA
AT4G08390|AT4G08390.5	AT4G08390	22.5	NA	NA
AT4G10130|AT4G10130.5	AT4G10130	23	NA	NA
AT4G10140|AT4G10140.1	AT4G10140	43	NA	NA
AT4G11560|AT4G11560.2	AT4G11560	28.5	NA	NA
AT4G13730|AT4G13730.2	AT4G13730	19.5	NA	NA
AT4G14220|AT4G14220.1	AT4G14220	34	NA	NA
AT4G14500|AT4G14500.2	AT4G14500	38	NA	NA
AT4G14830|AT4G14830.1	AT4G14830	24	NA	NA
AT4G15520|AT4G15520.1	AT4G15520	19	NA	NA
AT4G15540|AT4G15540.1	AT4G15540	37.5	NA	NA
AT4G17240|AT4G17240.1	AT4G17240	34	NA	NA
AT4G17740|AT4G17740.1	AT4G17740	29	NA	NA
AT4G18070|AT4G18070.5	AT4G18070	38	NA	NA
AT4G18230|AT4G18230.2	AT4G18230	22.5	NA	NA
AT4G20480|AT4G20480.1	AT4G20480	31.5	NA	NA
AT4G20760|AT4G20760.1	AT4G20760	42	NA	NA
AT4G20770|AT4G20770.1	AT4G20770	31.5	NA	NA
AT4G20780|AT4G20780.1	AT4G20780	17.5	NA	NA
AT4G22910|AT4G22910.1	AT4G22910	23	NA	NA
AT4G25710|AT4G25710.1	AT4G25710	22	NA	NA
AT4G26060|AT4G26060.1	AT4G26060	38	NA	NA
AT4G26555|AT4G26555.3	AT4G26555	40.5	NA	NA
AT4G27300|AT4G27300.1	AT4G27300	40.5	NA	NA
AT4G28610|AT4G28610.1	AT4G28610	20	NA	NA
AT4G28910|AT4G28910.3	AT4G28910	27.5	NA	NA
AT4G28940|AT4G28940.1	AT4G28940	32	NA	NA
AT4G29690|AT4G29690.1	AT4G29690	35	NA	NA
AT4G32660|AT4G32660.1	AT4G32660	27.5	NA	NA
AT4G34265|AT4G34265.4	AT4G34265	36	NA	NA
AT4G34265|AT4G34265.6	AT4G34265	25.5	NA	NA
AT4G35360|AT4G35360.1	AT4G35360	34	NA	NA
AT4G35450|AT4G35450.2	AT4G35450	31.5	NA	NA
AT4G35580|AT4G35580.3	AT4G35580	29	NA	NA
AT4G36220|AT4G36220.1	AT4G36220	31.5	NA	NA
AT4G36380|AT4G36380.2	AT4G36380	24.5	NA	NA
AT4G36640|AT4G36640.3	AT4G36640	25.5	NA	NA
AT4G36808|AT4G36808.1	AT4G36808	30	NA	NA
AT4G38890|AT4G38890.1	AT4G38890	29	NA	NA
AT4G39990|AT4G39990.1	AT4G39990	34.5	NA	NA
